in total there are 13949 words in the development set
out of which your classifier mislabeled 1919

If I had labeled all words as non-entity, I would have mislabeled 2004

The following features have been used:

pos
find_Names


Decision tree:
correct=I-EntityPER guess=O        word=vünf                          
correct=I-EntityPER guess=O        word=vür                           
correct=I-EntityPER guess=O        word=vürste                        
correct=I-EntityPER guess=O        word=vürste                        
correct=I-EntityPER guess=O        word=vürste                        
correct=I-EntityPER guess=O        word=vürste                        
correct=I-EntityPER guess=O        word=vürsten                       
correct=I-EntityPER guess=O        word=vürstinne                     
correct=I-EntityPER guess=O        word=vürstîn                       
correct=I-EntityPER guess=O        word=wan                           
correct=I-EntityPER guess=O        word=wart                          
correct=I-EntityPER guess=O        word=was                           
correct=I-EntityPER guess=O        word=was                           
correct=I-EntityPER guess=O        word=was                           
correct=I-EntityPER guess=O        word=weisen                        
correct=I-EntityPER guess=O        word=wer                           
correct=I-EntityPER guess=O        word=werde                         
correct=I-EntityPER guess=O        word=werde                         
correct=I-EntityPER guess=O        word=werde                         
correct=I-EntityPER guess=O        word=werde                         
correct=I-EntityPER guess=O        word=werde                         
correct=I-EntityPER guess=O        word=werde                         
correct=I-EntityPER guess=O        word=werde                         
correct=I-EntityPER guess=O        word=werde                         
correct=I-EntityPER guess=O        word=werde                         
correct=I-EntityPER guess=O        word=werden                        
correct=I-EntityPER guess=O        word=werden                        
correct=I-EntityPER guess=O        word=werden                        
correct=I-EntityPER guess=O        word=werden                        
correct=I-EntityPER guess=O        word=werden                        
correct=I-EntityPER guess=O        word=werder                        
correct=I-EntityPER guess=O        word=werder                        
correct=I-EntityPER guess=O        word=werdiu                        
correct=I-EntityPER guess=O        word=werdiu                        
correct=I-EntityPER guess=O        word=wert                          
correct=I-EntityPER guess=O        word=wert                          
correct=I-EntityPER guess=O        word=wert                          
correct=I-EntityPER guess=O        word=wert                          
correct=I-EntityPER guess=O        word=wert                          
correct=I-EntityPER guess=O        word=wert                          
correct=I-EntityPER guess=O        word=wine                          
correct=I-EntityPER guess=O        word=wirt                          
correct=I-EntityPER guess=O        word=wirt                          
correct=I-EntityPER guess=O        word=wirt                          
correct=I-EntityPER guess=O        word=wirt                          
correct=I-EntityPER guess=O        word=wirt                          
correct=I-EntityPER guess=O        word=wirt                          
correct=I-EntityPER guess=O        word=wirt                          
correct=I-EntityPER guess=O        word=wirt                          
correct=I-EntityPER guess=O        word=wirt                          
correct=I-EntityPER guess=O        word=wirt                          
correct=I-EntityPER guess=O        word=wirt                          
correct=I-EntityPER guess=O        word=wirt                          
correct=I-EntityPER guess=O        word=wirt                          
correct=I-EntityPER guess=O        word=wirt                          
correct=I-EntityPER guess=O        word=wirt                          
correct=I-EntityPER guess=O        word=wirt                          
correct=I-EntityPER guess=O        word=wirt                          
correct=I-EntityPER guess=O        word=wirt                          
correct=I-EntityPER guess=O        word=wirt                          
correct=I-EntityPER guess=O        word=wirt                          
correct=I-EntityPER guess=O        word=wirt                          
correct=I-EntityPER guess=O        word=wirt                          
correct=I-EntityPER guess=O        word=wirte                         
correct=I-EntityPER guess=O        word=wirte                         
correct=I-EntityPER guess=O        word=wirte                         
correct=I-EntityPER guess=O        word=wirte                         
correct=I-EntityPER guess=O        word=wirte                         
correct=I-EntityPER guess=O        word=wirtes                        
correct=I-EntityPER guess=O        word=wol                           
correct=I-EntityPER guess=O        word=wol                           
correct=I-EntityPER guess=O        word=wol                           
correct=I-EntityPER guess=O        word=wol                           
correct=I-EntityPER guess=O        word=wol                           
correct=I-EntityPER guess=O        word=wol                           
correct=I-EntityPER guess=O        word=wol                           
correct=I-EntityPER guess=O        word=wol                           
correct=I-EntityPER guess=O        word=wol                           
correct=I-EntityPER guess=O        word=wârheit                       
correct=I-EntityPER guess=O        word=wîbe                          
correct=I-EntityPER guess=O        word=wîbe                          
correct=I-EntityPER guess=O        word=wîgande                       
correct=I-EntityPER guess=O        word=wîgant                        
correct=I-EntityPER guess=O        word=wîgant                        
correct=I-EntityPER guess=O        word=wîgant                        
correct=I-EntityPER guess=O        word=wîgant                        
correct=I-EntityPER guess=O        word=wîgant                        
correct=I-EntityPER guess=O        word=wîp                           
correct=I-EntityPER guess=O        word=wîp                           
correct=I-EntityPER guess=O        word=wîp                           
correct=I-EntityPER guess=O        word=wîp                           
correct=I-EntityPER guess=O        word=wîp                           
correct=I-EntityPER guess=O        word=wîp                           
correct=I-EntityPER guess=O        word=wîs                           
correct=I-EntityPER guess=O        word=wîs                           
correct=I-EntityPER guess=O        word=wîse                          
correct=I-EntityPER guess=O        word=wîze                          
correct=I-EntityPER guess=O        word=ze                            
correct=I-EntityPER guess=O        word=ze                            
correct=I-EntityPER guess=O        word=ze                            
correct=I-EntityPER guess=O        word=ze                            
correct=I-EntityPER guess=O        word=zer                           
correct=I-EntityPER guess=O        word=zorne                         
correct=I-EntityPER guess=O        word=zwein                         
correct=I-EntityPER guess=O        word=zwein                         
correct=I-EntityPER guess=O        word=zwuo                          
correct=I-EntityPER guess=O        word=zwuo                          
correct=I-EntityPER guess=O        word=zwêne                         
correct=I-EntityPER guess=O        word=âmûrs                         
correct=I-EntityPER guess=O        word=âmûrs                         
correct=I-EntityPER guess=O        word=âmûrs                         
correct=I-EntityPER guess=O        word=âmûrs                         
correct=I-EntityPER guess=O        word=âne                           
correct=I-EntityPER guess=O        word=âne                           
correct=I-EntityPER guess=O        word=âne                           
correct=I-EntityPER guess=O        word=âne                           
correct=I-EntityPER guess=O        word=âne                           
correct=I-EntityPER guess=O        word=ê                             
correct=I-EntityPER guess=O        word=êrsten                        
correct=I-EntityPER guess=O        word=êrsten                        
correct=I-EntityPER guess=O        word=ûz                            
correct=I-EntityPER guess=O        word=ûzer                          
correct=I-EntityPER guess=O        word=ûzer                          
correct=I-EntityPER guess=O        word=ûzer                          
correct=I-EntityPER guess=O        word=ûzeren                        
correct=I-EntityPER guess=O        word=ûzern                         
correct=I-EntityPER guess=O        word=ûzern                         
correct=O        guess=B-EntityPER word="                             
correct=O        guess=B-EntityPER word="                             
correct=O        guess=B-EntityPER word="                             
correct=O        guess=B-EntityPER word="                             
correct=O        guess=B-EntityPER word="                             
correct=O        guess=B-EntityPER word="                             
correct=O        guess=B-EntityPER word="                             
correct=O        guess=B-EntityPER word="                             
correct=O        guess=B-EntityPER word="                             
correct=O        guess=B-EntityPER word="                             
correct=O        guess=B-EntityPER word=Bertûn                        
correct=O        guess=B-EntityPER word=Franzoys                      
correct=O        guess=B-EntityPER word=Guverjorz                     
correct=O        guess=B-EntityPER word=Guverjorz                     
correct=O        guess=B-EntityPER word=Môraz                         
